Gender,GivenName,MiddleInitial,Surname,TropicalZodiac,Occupation,BloodType
female,Suzanne,G,Moree,Gemini,Gynecologist,O+
male,Robert,M,Harvey,Cancer,"Metalworking machine operator",A+
female,Sarah,C,Farrell,Capricorn,Homemaker,O+
male,Mark,S,Steele,Libra,"Medical equipment preparer",O+
male,David,S,Kasper,Gemini,"Forging machine tender",O+
female,Kaylee,D,Lara,Gemini,"Landscape architect",A+
male,Thomas,K,Jimenez,Libra,"Extruding, forming, pressing, and compacting machine setter",A+
female,Kimberly,R,Brizendine,Libra,President,O+
male,Larry,L,Bober,Aquarius,Musician,B+
female,Violet,E,Davis,Pisces,"Cable splicer",O+
female,Sandra,D,Lyle,Scorpio,"First responder",B+
female,Lois,R,Schmidt,Virgo,Chef,B+
male,James,V,Thomas,Sagittarius,"Marine oiler",O+
male,Roland,J,Baca,Libra,"Civil engineer",O+
male,James,E,Milo,Aquarius,"Journeymen lineman",O+
male,Dallas,C,Carroll,Sagittarius,Allergist,B+
female,Nancy,M,Johnson,Scorpio,"Electrical and electronics installer",A+
female,Paula,R,Lawson,Leo,"Newsletter writer",A+
male,Matthew,K,Poole,Cancer,Animator,A-
male,Edward,N,Bernstein,Cancer,Physiologist,B+
male,Edward,R,Harrison,Capricorn,"Respiratory therapy technician",O+
male,Juan,J,Andrews,Virgo,"Correctional officer",O+
male,Matthew,K,Wilson,Gemini,"Mental health counselor",O+
male,Florencio,B,Nicosia,Virgo,"Real estate appraiser",O+
male,Bob,P,Villalta,Taurus,"Industrial production manager",B+
female,Cathy,A,Davis,Scorpio,"Medical records and health information technician",O+
male,Kerry,A,Newton,Cancer,"Telephone installer",B+
female,Diane,W,Stout,Pisces,"Coin, vending, and amusement machine servicer",A+
female,Ashley,W,Coulter,Gemini,"Armed Forces",O+
female,Evelyn,I,Jackson,Leo,"Construction millwright",B+
male,Alan,D,Betts,Aries,"Recreation worker",A+
female,Barbara,C,Dunn,Gemini,"Intructional coordinator",O+
male,Jason,M,Jones,Aquarius,"College faculty",A+
female,Juanita,K,Goods,Taurus,"Continuous mining machine operator",O+
male,Jesus,M,Friedland,Aries,"Electromechanical equipment assembler",B+
male,William,K,Loman,Taurus,"Older worker specialist",A+
female,Nellie,P,Primm,Cancer,"Secret Service agent",A+
male,Martin,N,Williams,Taurus,"Furnace, kiln, oven, drier, and kettle operator",O-
female,Vanessa,A,Motter,Taurus,"Cardiac and vascular nurse",O+
female,Ann,L,Robinson,Cancer,"Television camera operator",O+
female,Cecelia,T,Schafer,Scorpio,"Wait staff",A+
male,Israel,R,Burns,Aries,"Gerontology social worker",B+
female,Denise,P,White,Sagittarius,"Athletic trainer",A+
male,Thomas,J,King,Scorpio,"Pile driver operator",A+
female,Carrie,C,Edwards,Aquarius,"Poultry trimmer",A+
male,Boyce,M,Chapman,Virgo,"Electronic publisher",B+
female,Samantha,R,Paschke,Aries,Silversmith,B+
male,Gregory,D,Wolf,Virgo,Newscaster,O+
male,Joseph,L,Lindsey,Capricorn,"Medical and health services manager",B-
male,Edward,E,Chu,Cancer,"Affirmative action coordinator",O+
female,Grace,T,Staples,Sagittarius,"Copy editor",B+
male,Kenneth,S,Brown,Leo,"Credit reporter",O+
male,Eddie,A,Reece,Leo,"Medical and health services manager",A+
male,Dominique,M,Sage,Leo,"Dividend clerk",O+
female,Juana,T,Sams,Capricorn,"Compensation and benefits technician",O+
male,Mark,M,Corley,Pisces,"Record center clerk",O+
female,Lois,J,Keeler,Aries,"Computer applications software engineer",AB+
female,Katie,H,Ayala,Aquarius,"Technical training coordinator",B+
female,Irene,H,Marrone,Cancer,"Elevator mechanic",O+
female,Tressa,J,Johnson,Aquarius,"Nutrition director",B+
male,Dean,R,Stainbrook,Aries,"Enrollment specialist",O+
male,Douglas,S,Stroud,Scorpio,Zookeeper,O+
male,Armando,S,Chambers,Gemini,"Floor broker",B+
male,Don,C,Warner,Aries,"Extruding, forming, pressing, and compacting machine operator",A-
male,Oscar,C,Langevin,Leo,"Material distribution",O+
male,Rick,S,Haddad,Leo,"Sports book runner",O+
female,Elsa,E,Richardson,Capricorn,"File clerk",O+
female,Marisol,V,Gantt,Sagittarius,"Qualified members of the engine department",A+
female,Leah,M,Ferguson,Pisces,"Certified respiratory therapist",O+
male,Michael,M,Gonzalez,Scorpio,"Physical meteorologist",A+
male,Gregory,D,Mello,Leo,"Reservation and transportation travel clerk",O+
male,Juan,F,Brown,Scorpio,"Motorboat mechanic",O+
male,Robert,V,Sholes,Leo,Reporter,A+
female,Lottie,K,Wilkinson,Virgo,"Executive administrator",A+
female,Elouise,M,Coon,Scorpio,"Credentials specialist",O+
male,Daniel,C,Velasquez,Sagittarius,"Advertising sales agent",O+
female,Helen,F,Esquivel,Aquarius,"Landscape architect",B+
female,Denise,W,Miller,Scorpio,"Mine safety engineer",O+
male,Michael,R,Menjivar,Aries,"Counter clerk",A+
male,Kenneth,R,Ricks,Aries,"Office aide",O+
male,James,M,Dodson,Taurus,"Computer training specialist",A+
male,Elmer,S,Larson,Sagittarius,"Crushing, grinding, and polishing machine setter",B+
female,Nichole,B,Aguilar,Cancer,"Physician assistant",AB+
female,Peggy,F,Williams,Capricorn,Paramedic,A+
male,John,S,Maberry,Virgo,Concierge,O+
male,Michael,B,Thomas,Sagittarius,"Safety inspector",O+
male,Ricardo,A,Munn,Aries,"Coil finisher",B+
female,Charlotte,R,Campos,Scorpio,"Postal Service worker",O+
male,Dale,M,Ruiz,Virgo,Dispatcher,O+
male,Felix,J,Silva,Virgo,Carpenter,O+
male,Kevin,V,Peters,Aquarius,"Meeting director",O+
female,Mildred,J,Tolson,Virgo,Gerontologist,B+
female,Charlotte,T,Rousseau,Capricorn,"Position classifier",O+
male,Daniel,D,Waite,Taurus,Paramedic,AB+
female,Kimberly,T,Martinez,Aquarius,"Electrical engineer",A+
female,Eleanor,P,Conners,Scorpio,"Airframe mechanic",O+
female,Dorothy,D,Brown,Scorpio,"Prepress worker",A+
female,Judy,C,Fogarty,Pisces,"Tank car, truck, and ship loader",A+
female,Diana,C,Hardy,Cancer,Arborist,AB+
female,Esperanza,A,Armstrong,Leo,"Lease driver",O+
female,Rose,G,Bryan,Taurus,"Worker compensation coordinator",A+
male,Tom,B,Rees,Leo,"Bindery machine tender",O+
female,Linda,M,Anderson,Aquarius,"Flight engineer",O+
male,Stanley,E,Lopez,Cancer,Faller,A+
male,William,T,Greer,Taurus,"Marine equipment mechanic",A+
female,Shannon,R,Moreira,Scorpio,"Electronics repairer",A+
female,Victoria,J,Diaz,Libra,Examiner,B+
female,Louisa,S,Williams,Scorpio,"Sociocultural anthropologist",B+
male,Mathew,J,Borrego,Gemini,"Tow truck dispatcher",A+
male,John,J,Miller,Sagittarius,"Education administrator",A+
male,Vincent,M,Richardson,Aquarius,"Business administrator",O+
female,Meghan,M,Lilly,Cancer,"Construction engineer",B+
female,Ruth,C,Lowe,Gemini,"Lead abatement worker",B+
male,Craig,T,Willoughby,Scorpio,"Cardiovascular technician",O+
male,George,J,Cunningham,Leo,"Merchandise manager",O+
male,Cody,A,Duncan,Virgo,"Admissions officer",A+
female,Minnie,J,Halpin,Sagittarius,"Security officer",O+
female,Annie,C,Herron,Libra,Ergonomist,B+
male,Harold,E,Robinson,Sagittarius,"Bleaching and dyeing machine operator",A+
female,Amy,D,Sherwood,Sagittarius,"Camera operator",A+
female,Diane,H,Lopez,Leo,"Psychiatric technician",O+
male,Louis,G,Good,Aries,"Elevator mechanic",A+
male,Ronald,L,Alexis,Scorpio,"Front office manager",A+
male,Jeffery,L,Myers,Sagittarius,"Graphic designer",B+
female,Connie,M,Smith,Virgo,"Residence leasing agent",A+
female,Judy,A,Hunt,Aquarius,"Automotive painter",O-
male,Roger,R,Wills,Scorpio,Radiographer,B+
male,Robert,C,Thomas,Aries,"Principal secretary",A+
male,Rick,P,Anderson,Libra,"Public relations coordinator",A+
male,Wayne,F,Tucker,Leo,"Patient representative",O+
female,Linda,R,Gassaway,Aries,Paleontologist,O+
male,Mario,K,Marshall,Sagittarius,"Lead abatement worker",O+
female,Nellie,M,Steele,Pisces,"Administrative project coordinator",B+
female,Heidi,J,Rodriguez,Gemini,Programmer,B+
male,Clayton,G,Doyle,Virgo,"Admissions officer",A+
female,Stephanie,J,Huber,Taurus,"Mental health counselor",O+
male,Carl,M,Smith,Taurus,"Instructional assistant",A+
male,David,P,Batchelor,Leo,"Roof bolter",A+
female,Sandra,J,Robles,Libra,"Travel adviser",O-
male,Stephen,J,Colvin,Taurus,"Fish cutter",O+
male,Richard,M,Warner,Gemini,"Human resources information system specialist",A+
male,Clifford,G,Robinson,Sagittarius,"Control and valve installer",A+
male,Ronald,A,Bailey,Libra,"Bus mechanic",A+
male,Michael,H,Hernandez,Taurus,"Cruise ship worker",A+
male,Leo,D,Gibbs,Taurus,"Truck dispatcher",O+
male,Frank,O,Mathes,Scorpio,"Public affairs specialist",O+
male,William,P,Marquez,Cancer,"Mortgage banker",AB+
female,Teresa,O,Holmes,Cancer,"Refuge manager",A+
female,Bonnie,R,Patel,Leo,"Automotive service technician",O+
female,Leah,F,Crisp,Libra,"Armed Forces",A+
female,Judith,W,Bivins,Pisces,"Dredge operator",A+
male,Clarence,A,Vasquez,Aquarius,"Apartment leasing agent",B+
female,Irma,L,Wilson,Cancer,"Lease operator",A+
female,Lisa,O,Farnsworth,Aries,"Consultant dietitian",A+
female,Dawn,A,Linton,Libra,"Sous chef",O-
female,Julie,S,Grossman,Capricorn,"PBX repairer",B-
female,Karen,E,Garza,Gemini,"Desktop publishing editor",O+
female,Maria,G,Keen,Sagittarius,"Campaign manager",O+
male,Jordan,M,Clayton,Leo,"Credit reporter",O+
male,Jeremy,A,Koontz,Gemini,"Pilates instructor",B+
female,Janice,A,Fitzgibbons,Gemini,"Personnel recruiter",B+
female,Mary,C,Boling,Scorpio,Electrician,A+
female,Dorothy,G,Howell,Taurus,"Assignment editor",A+
female,Beth,B,Swift,Cancer,Electrophysiologist,O+
female,Maurine,W,Ethridge,Virgo,"Medical social worker",A+
male,Mario,S,Anderson,Taurus,"Substance abuse and behavioral disorder counselor",A+
female,Alice,H,Rogue,Aries,"Lobby attendant",B+
male,Kevin,M,Helmuth,Taurus,"Genetics nurse",A+
male,William,P,Thompson,Cancer,"Corporate administrative assistant",A+
female,Melanie,W,Owens,Pisces,"Animal care and service worker",AB+
female,Margaret,R,McElroy,Virgo,"Aircraft electronics technician",A+
female,Louisa,R,Epperson,Taurus,"Cost consultant",O-
female,Shirley,R,Kilburn,Virgo,"Pilates instructor",O+
male,Jonas,M,Womack,Capricorn,"Chairperson of the board",A+
female,Rosa,A,Porter,Capricorn,"Aeronautical engineer",A+
male,Ian,E,Carson,Pisces,"University faculty",A+
female,Sue,B,Clarke,Aquarius,"Human resources trainer",A-
male,Ira,A,Garza,Aries,"Junior high school teacher",O-
female,Catherine,J,Everett,Leo,"First mate",A+
female,Helen,M,Dias,Sagittarius,"Nuclear power reactor operator",O+
female,Mary,R,Castillo,Scorpio,"Mortgage banker",O+
male,Donald,M,Waldman,Gemini,"Airline pilots",O-
male,Ronald,E,Jandreau,Scorpio,"Directory assistance operator",O+
male,Herman,C,Tristan,Pisces,"Acoustical carpenter",B+
female,Mary,K,Reisman,Aquarius,"Library assistant",A+
male,Randy,C,McClung,Virgo,"Lease driver",B+
male,Steven,L,Summerall,Pisces,Bellhop,O+
female,Stephanie,J,Pinckney,Scorpio,"Market research manager",B+
female,Ana,M,Tate,Taurus,"Flight service specialist",O+
male,Franklin,N,Ford,Virgo,"Information architect librarian",B+
male,Donald,F,Batchelor,Gemini,Bricklayer,O+
male,John,T,Holt,Gemini,"Reservation and transportation travel clerk",A+
male,John,A,Haring,Sagittarius,Stevedore,A+
male,Juan,S,Siggers,Taurus,"Timber cutting and logging worker",A+
male,Loren,M,Betts,Gemini,"Gynecologic sonographer",O+
female,Laura,E,Lagrone,Virgo,"Diesel engine specialist",O+
female,Debra,A,Eubanks,Gemini,"Dining room and cafeteria attendant",O+
male,Christopher,H,Smith,Pisces,"Lease driver",A+
female,Karla,C,Smith,Virgo,"Professional property manager",O+
male,Stephen,L,Mendez,Leo,"Corporate accountant",AB+
female,Peggy,J,Weaver,Scorpio,"Sign language interpreter",A+
female,Karry,S,Vance,Gemini,"Gynecology nurse",B+
female,Blanche,T,Centeno,Virgo,"Mechanical engineer",O+
male,James,S,Sanchez,Aquarius,"Community planner",A+
female,Linda,J,Tomko,Sagittarius,Paralegal,B+
female,Billie,J,Ferrera,Libra,"Tile installer",O+
male,Ray,C,Lynch,Cancer,Paperhanger,B+
male,Roger,V,Horton,Scorpio,"Small engine service technician",O-
female,Lisa,R,Paul,Pisces,"Administrative support specialist",B+
male,Rocco,M,Rosa,Gemini,Author,A+
female,Barbara,V,Dupre,Pisces,Producer,A+
male,Charles,E,Kelley,Pisces,"Small engine mechanic",B+
female,Charlotte,B,Truitt,Capricorn,Transcriber,A+
female,Silvia,J,Rangel,Aries,"Training and development manager",B+
female,Keitha,E,Clayton,Pisces,"Job placement officer",B+
female,Gwyneth,R,Anderson,Capricorn,"Veterinary technologist",A+
female,Diane,W,Toledo,Aquarius,"Airport tower controller",O+
female,Rose,R,Gregory,Aquarius,"Community health educator",A+
male,Earl,Y,Stitt,Pisces,Registrar,B+
female,Kristina,W,Allen,Aquarius,"Stucco mason",O+
male,Dante,J,Wilson,Aquarius,"Locker room attendant",B+
male,Stuart,R,Haislip,Cancer,"Pesticide vegetation",AB+
male,Eric,V,Denault,Aries,Handymen,B+
male,Marvin,S,Roy,Virgo,"Customs agent",O+
female,Fannie,A,Connolly,Aries,"Engineering geologist",B+
female,Phyllis,F,Slaughter,Aquarius,"Drilling and boring machine tool setter",O-
male,Andrew,S,Estrada,Pisces,"Housing relocator",O+
male,Lawrence,R,Wright,Aries,Psychiatrist,A+
female,Christina,C,Ruch,Libra,"Political scientist",A-
female,Faith,J,Whiteman,Sagittarius,"Desktop publishing editor",O+
female,Alice,J,Laurie,Pisces,"Semiconductor processing technician",B+
female,Robert,J,Thomas,Cancer,"Service unit operator",O+
female,Noelle,W,Palacios,Capricorn,"Bookkeeping clerk",O+
male,Franklin,T,Roman,Cancer,"Cutting, punching, and press machine tender",O+
male,Herman,C,Banks,Capricorn,"Environmental protection officer",B+
female,Gwendolyn,M,Savage,Capricorn,"Television announcer",O+
male,Kevin,R,Alexander,Taurus,"Water transportation master",A+
male,Larry,M,Melton,Capricorn,Superintendent,O+
male,Lester,A,Mather,Scorpio,"Cutting and slicing machine tender",O+
female,Carrie,M,Angus,Aries,Janitor,A+
male,Chester,K,Fair,Libra,"Custodial worker",B+
female,Edna,R,Jones,Aquarius,"Mechanical engineering technician",A+
female,Rebecca,B,Odegaard,Leo,"Graduate teaching assistant",A-
female,Sue,B,Fernandes,Aries,"Power reactor operator",O-
male,Eduardo,M,Pittman,Leo,"Airline flight engineer",B+
female,Ruth,R,Wilson,Gemini,"Maintenance electrician",O+
male,Kyle,T,Perkins,Cancer,Sociologist,A+
male,Tony,S,Rodriguez,Sagittarius,"Library media aide",B+
male,Robert,B,Miller,Sagittarius,"Wastewater treatment plant and system operator",A+
female,Gail,R,Rollins,Aries,"College faculty",B+
male,George,L,Frates,Libra,"Computer operator",O-
male,Neil,D,Fedler,Gemini,Rodbuster,O-
male,Darryl,S,Hammond,Cancer,"Convention manager",B+
male,Ivan,A,Doyle,Virgo,"Wound, ostomy, and continence nurse",O+
female,Kelly,K,Cupp,Aquarius,"Letterpress setter",A-
male,John,J,Shelton,Aquarius,"Mail clerk",A+
female,Jeanette,D,Moon,Virgo,Mason,A+
female,Rosita,W,Schroeder,Sagittarius,"Mail superintendent",O+
male,Aubrey,J,Gonzales,Capricorn,Veterinarian,AB+
female,Winnie,D,Smith,Taurus,"Plant operator",B+
female,Rebecca,J,Russell,Leo,"Child protective services social worker",O+
male,Joshua,M,Holmes,Cancer,"Pile driver operator",B+
male,James,M,Torian,Libra,"Cost estimator",O+
male,Jason,S,Lewis,Sagittarius,"Private investigator",O+
female,Pam,T,Anderson,Virgo,"Podiatric doctor",O+
male,Troy,A,Deleon,Capricorn,Broker,A+
female,Nell,R,Walsh,Capricorn,"Industrial relations manager",A+
male,John,L,Matthews,Aries,"Scheduling clerk",A+
male,Eric,D,Bennett,Leo,"College instructor",A+
female,Cynthia,C,Wilson,Virgo,Embalmer,A+
male,Fred,N,Jones,Capricorn,"Estimator project manager",O+
male,James,K,Preston,Scorpio,Ecologist,O+
female,Elaine,P,Rodriguez,Leo,Actuarie,A+
female,Katherine,J,Williams,Gemini,"Neonatal nurse",B+
female,Irene,H,Oberle,Aries,"Assistant principal",B-
male,John,M,Oliver,Virgo,"Cutting and slicing machine tender",O+
female,Jayme,F,Perkins,Aries,"Real estate sales agent",O+
female,Linda,B,Armour,Sagittarius,"Electrical and electronics installer",O+
male,James,W,Mann,Cancer,"Custom inspector",O+
female,Elsa,C,Frazier,Sagittarius,"Inside wire installer",O+
male,Paul,T,Gonzalez,Sagittarius,"Electric motor repairer",O+
female,Virginia,D,Fraley,Aquarius,"Career-technology teacher",B+
female,Adele,T,Pearson,Cancer,"Film processing technician",B+
female,Francisca,A,Dove,Virgo,"Office specialist",B+
male,George,O,Olson,Aquarius,"Beauty care specialist",B+
female,Kenyatta,T,Gamble,Scorpio,"Sales engineer",AB+
male,Paul,F,Sanders,Pisces,"Horse breeder",O+
female,Blanca,E,Zuniga,Aries,"Brace maker",A+
female,Inez,K,Rose,Aquarius,"Transportation ticket agent",O+
female,Maria,E,Lawrence,Sagittarius,"INS agent",O+
female,Roberta,T,Lyman,Libra,"LAN manager",A+
female,Matilde,A,Taylor,Capricorn,"U.S. marshal",B+
female,Helen,A,Snyder,Aries,"EEO representative",A+
female,Joyce,C,Urso,Virgo,Arborist,O+
male,Richard,C,Fox,Aquarius,"Corporate office services manager",O+
female,Julia,C,Knott,Sagittarius,"Airport terminal controller",O-
male,John,P,Carmody,Aquarius,"Tree planter",O+
male,Justin,H,Arnold,Aries,"Shoe machine tender",O+
female,Kim,A,Schubert,Libra,"Front desk receptionist",A+
female,Anna,J,Hart,Gemini,"Assistant manager",O+
female,Lakendra,B,McKinney,Gemini,"Reactor operator",O+
female,Edith,B,Garcia,Capricorn,"U.S. Secret Service agent",B+
female,Demetra,B,Mann,Scorpio,"Cable line installer",A+
female,Mary,R,Withers,Gemini,Orthotist,B+
female,June,M,Kaiser,Capricorn,"Ambulance attendant",O+
male,Thomas,T,Willis,Pisces,"Wound, ostomy, and continence nurse",A+
female,Suzanne,D,Marion,Aries,"Concrete paving machine operator",A+
female,Audra,C,Hughes,Cancer,"Qualified members of the engine department",O-
female,Terri,K,Flanagan,Capricorn,"Amusement and recreation attendant",O+
female,Christine,W,Chu,Capricorn,"Baggage porter",O+
female,Sara,A,Wiedeman,Pisces,Ophthalmologist,O+
female,Stacey,T,McCoy,Cancer,"Blood bank technologist",O+
male,John,J,Donnell,Gemini,"Credit analyst",A+
male,Ramiro,J,Otoole,Taurus,"Milling and planing machine setter",O+
male,Allen,M,Polk,Capricorn,"Payroll specialist",O+
male,James,E,White,Aries,"Crushing, grinding, and polishing machine operator",B+
female,Sue,S,Harper,Sagittarius,"Personal secretary",O+
female,Robin,L,Teague,Virgo,"Conservation technician",O+
female,Mary,A,Williams,Scorpio,CPA,A+
female,Julie,M,Espinoza,Sagittarius,"Dental surgery doctor",A+
female,Christine,R,Hall,Pisces,"Asphalt paving machine operator",A-
female,Grace,S,Thomas,Cancer,"Cellular technician",A+
male,Charlie,C,Ruel,Aquarius,"ESOL teacher",O+
male,Daniel,K,McKibben,Capricorn,"Letterpress setter",B+
female,Sara,M,Aguiar,Sagittarius,"Railroad brake, signal, and switch operator",B+
female,Shirley,R,Burgess,Cancer,"Electromechanical equipment assembler",O+
male,Robert,L,Clubb,Aries,"Operational meteorologist",O+
female,Norma,P,Vincent,Gemini,"Decommissioning and decontamination (D&D) worker",O-
male,Robert,B,Davis,Taurus,"Airline copilots",B+
female,Lula,D,Hedge,Taurus,"HIV/AIDS nurse",O-
male,Louis,C,Enriquez,Virgo,Orthodontist,AB+
female,Kayla,D,Brown,Leo,"Apparel worker",O+
female,Evelyn,S,Allen,Pisces,"Chemical plant and system operator",O+
female,Keri,D,Ruiz,Aquarius,"Fishing vessel operator",A+
female,Ana,M,Hood,Pisces,"Assignment editor",A+
male,Perry,L,Davis,Cancer,"Rigging slinger",O+
female,Carolyne,W,Ray,Sagittarius,Farmworker,O+
male,Danny,J,Pruett,Capricorn,"Law clerk",O+
female,Irene,J,Allen,Taurus,Promoter,O+
female,Dolores,J,Yamada,Virgo,"Embossing machine operator",B+
male,Michael,J,Willingham,Pisces,"Nurse practitioner",O+
female,Tammy,J,Hardin,Leo,"English as a second language teacher",B+
female,Barbara,J,Bates,Pisces,"Oncology nurse",O-
male,Brent,B,Vezina,Sagittarius,"Licensed practical nurse",B+
female,Maggie,R,Pfister,Sagittarius,"Financial consultant",O+
female,Virginia,L,Vineyard,Scorpio,Biographer,O+
male,James,A,Hunt,Aries,"Electronic equipment installer",A-
female,Delinda,D,Doty,Aquarius,"Ambulance driver",A+
male,Robert,N,Lowe,Leo,"Elevator repairer",A-
male,Gilbert,S,Moore,Virgo,"Vending machine technician",A+
female,Emily,J,Ham,Libra,"Gas pumping station operator",O-
female,Linda,M,Miller,Scorpio,"Community outreach worker",B+
female,Annie,D,Kirk,Sagittarius,"Glass repairer",AB+
female,Jennifer,R,Dooley,Aries,Jeweler,O+
male,Shannon,L,Dawkins,Aquarius,Sampler,B+
female,Martin,J,Steele,Leo,"Market research analyst",O+
male,Michael,E,Blakely,Taurus,"Door-to-door sales worker",B+
male,Roger,M,Laforest,Gemini,"Insurance broker",A+
female,Patricia,L,Johnson,Aries,"EKG technician",A+
male,Vernon,N,Moody,Cancer,Architect,O+
female,Cathy,A,Acree,Aries,"Adult basic education teacher",A+
male,Andrew,C,Santiago,Aries,"Hazardous materials removal worker",AB+
female,Bonnie,E,Hooten,Aquarius,"General and operations manager",O+
female,Mary,J,Vaughn,Libra,"Cleaning, washing, and metal pickling equipment tender",O+
male,Guy,R,Murray,Libra,"Welding machine operator",B+
female,Jamie,R,Ross,Pisces,Announcer,B+
male,Darryl,K,Tate,Gemini,"Plumbing inspector",B+
male,Mark,S,Zuniga,Scorpio,"Management consultant",O-
female,Marisa,J,Newby,Libra,Packer,B+
male,John,S,Walden,Virgo,"Desk clerk",B+
female,Audrey,D,Hernandez,Scorpio,"Computer training specialist",A+
male,Donald,D,McDonough,Pisces,"Heavy vehicle and mobile equipment service technician",A+
male,William,D,Brumfield,Capricorn,"Automation and control technician",A+
male,Richard,A,Torres,Virgo,"Personal banker",A+
female,Mary,K,Leach,Taurus,Statistician,A+
male,Roger,L,Walters,Scorpio,"Electronic home entertainment equipment repairer",B+
female,Melinda,P,Cruz,Pisces,"Plumbing inspector",A+
male,David,P,Fishburn,Virgo,Baker,O+
female,Marion,J,Piper,Aries,"Desktop publisher",O+
male,John,M,Roberts,Aries,"Choke setter",O+
male,Rubin,L,Bridge,Scorpio,"Costume designer",A+
male,Ronald,M,Gray,Leo,"Central office operator",B+
male,Enrique,L,Marks,Sagittarius,"Administrative officer",A+
male,Ernest,B,Bosserman,Taurus,"Corporate recruiter",B+
male,Mariano,T,Signorelli,Scorpio,"Podiatric medical assistant",O+
female,Elizabeth,K,Meagher,Pisces,"Chief executive",B+
male,Mario,B,Holmes,Virgo,"Housekeeping cleaner",A+
male,Michael,P,Welch,Taurus,"Parking enforcement worker",A+
male,Donald,K,Brinkley,Cancer,"Executive assistant",B+
female,Connie,G,Engram,Taurus,"Gaming supervisor",A-
male,Herbert,J,Pugh,Gemini,"Earth driller",B+
male,Kenneth,E,Perry,Gemini,"Bus driver",O+
female,Ivy,M,Connelly,Gemini,"Refractory materials repairer",O+
male,Harold,H,Lowe,Pisces,"Massage therapist",O-
female,Kathleen,M,Yee,Libra,"Private detective",B+
male,James,B,Millard,Pisces,"Molding, coremaking, and casting machine operator",O+
female,Miguelina,L,Laroche,Capricorn,"Organic chemist",O+
female,Lena,R,Mooney,Libra,"Real property assessor",B+
male,Chas,I,Sheehan,Capricorn,"Rock splitter",B+
female,Thelma,D,Snyder,Taurus,"Certified nursing assistant",O+
female,Jennifer,J,Estrada,Gemini,"ATF agent",A+
male,Herbert,S,Roberts,Cancer,"Localization translator",B+
female,Karen,T,Cope,Aries,"Horse trainer",O+
male,Dale,R,Perez,Cancer,"Television camera operator",O+
female,Margaret,J,Thomason,Sagittarius,"Executive administrative assistant",O+
female,Kathleen,J,Lambert,Capricorn,Endodontist,AB+
male,Keith,M,Hill,Virgo,Songwriter,O+
female,Melissa,T,Binkley,Libra,"Job placement specialist",O-
male,Bobby,J,Williams,Aquarius,"Wildlife officer",O-
male,James,C,Almeida,Aries,"Library aide",O+
female,Patricia,E,Springer,Libra,"Workforce development officer",B+
female,Janet,G,Dennison,Aquarius,"Business management consultant",O+
male,Charles,O,Boulware,Pisces,"Railcar repairer",O+
female,Jackie,F,Cerrone,Sagittarius,"Food scientist",O+
male,James,B,Jennings,Pisces,Fumigator,O+
female,Farah,B,Stevenson,Aquarius,"Information security specialist",B+
female,Kara,J,Pike,Gemini,"Dairy farmer",A+
male,Jerry,J,Lewis,Libra,"Control room operator",O+
female,Elizabeth,M,Cole,Capricorn,"Educational counselor",B+
female,Lucille,S,O'Donnell,Pisces,"Administrative director",A+
male,Fernando,D,Underhill,Gemini,"Conservation forester",O+
female,Vickie,C,Burns,Cancer,Bibliographer,A+
male,Charles,D,Harrell,Scorpio,"Piano repairer",O+
male,George,L,Cantu,Capricorn,"Conservation worker",O+
male,Andrew,M,Beatty,Taurus,"Health information manager",B-
male,Matthew,E,Byrd,Sagittarius,"Model maker",O+
male,Freeman,T,Watson,Taurus,"Family therapist",A+
female,Elizabeth,R,Brown,Virgo,"Elementary school teacher",A-
male,Michael,S,Rogers,Cancer,"Rental clerk",O+
female,Paula,D,Parker,Scorpio,"Computer control operator",O+
female,Judi,M,Dicarlo,Cancer,"Booth cashier",O-
male,Ralph,M,Parker,Virgo,"Payroll administrator",A+
female,Corrine,J,Elkins,Aries,"Licensed practical nurse",A+
male,Randy,T,Anderson,Gemini,"Multimedia artist",A+
male,Luis,M,Thurmond,Sagittarius,"Animal trainer",O+
male,Robert,G,Oldham,Scorpio,"Payroll analyst",A+
male,Kip,V,Hunter,Aquarius,"Drilling and boring machine tool setter",B+
male,Scott,R,McCormick,Scorpio,"Elementary school teacher",A+
male,Rafael,J,Kahn,Virgo,"Activity specialist",A+
male,Robert,M,Lux,Cancer,"Tour guide",O+
female,Shirley,J,Boyers,Capricorn,"HVAC technician",B+
female,Audra,E,Gaddis,Pisces,"Heating, air-conditioning, and refrigeration installer",O+
female,Ruby,G,Jacobs,Leo,"Coin, vending, and amusement machine servicer",A+
female,Glenda,J,Thies,Cancer,Translator,B+
female,Gene,L,Minton,Leo,"Human resources analyst",O+
male,Floyd,N,Carlson,Capricorn,"Manpower development specialist",A+
female,Jamie,I,Nelson,Libra,"Paper goods tender",B+
male,Edward,S,Houghtaling,Virgo,"Ticket seller",O+
male,George,A,Lynn,Sagittarius,"Video editor",A+
female,Sylvia,A,Bennett,Libra,"Manpower development specialist",O+
female,Cathy,D,Jaramillo,Cancer,"Chief engineer",O+
male,Dominick,C,Seymour,Scorpio,"Skills training coordinator",B+
female,Kelly,R,Williams,Cancer,Columnist,B+
male,Marcus,T,Arcand,Scorpio,"Cost consultant",A+
female,Eunice,A,Jordan,Pisces,Optometrist,O+
male,Christopher,E,Webster,Aries,"Teacher assistant",O+
female,Wendy,L,Garrett,Leo,"Aircraft and avionics equipment mechanic",A+
